type,survey_year,transect_number,taxa_code,scientific_name,pct_cover,zone
Red algae,2012,1,OTHRED,Other red algae,59,Zone II
Red algae,2012,1,PHYALL,Phyllospadix spp,22,Zone II
Red algae,2012,1,ROCK,Bare rock,1,Zone II
Red algae,2012,1,SAND,Sand,9,Zone II
Red algae,2013,2,EGRMEN,Egregia menziesii,12,Zone II
Red algae,2013,2,OTHRED,Other red algae,10,Zone II
Red algae,2013,2,PHYALL,Phyllospadix spp,75,Zone II
Red algae,2013,2,ROCK,Bare rock,1,Zone II
Red algae,2013,2,SARMUT,Sargassum muticum,2,Zone II
Red algae,2013,1,ARTCOR,Articulated corallines,41,Zone II
Red algae,2013,1,OTHBRO,Other brown algae,14.000000000000002,Zone II
Red algae,2013,1,OTHGRE,Other green algae,2,Zone II
Red algae,2013,1,OTHRED,Other red algae,14.000000000000002,Zone II
Red algae,2013,1,PHYALL,Phyllospadix spp,26,Zone II
Red algae,2013,1,SAND,Sand,3,Zone II
Red algae,2014,2,CRUCOR,Crustose corallines,1,Zone II
Red algae,2014,2,OTHRED,Other red algae,23,Zone II
Red algae,2014,2,PHYALL,Phyllospadix spp,70,Zone II
Red algae,2014,2,ROCK,Bare rock,4,Zone II
Red algae,2014,2,SAND,Sand,2,Zone II
Red algae,2014,1,ARTCOR,Articulated corallines,1,Zone II
Red algae,2014,1,OTHGRE,Other green algae,3,Zone II
Red algae,2014,1,OTHRED,Other red algae,74,Zone II
Red algae,2014,1,PHYALL,Phyllospadix spp,14.000000000000002,Zone II
Red algae,2014,1,SAND,Sand,7.000000000000001,Zone II
Red algae,2015,1,ARTCOR,Articulated corallines,22,Zone II
Red algae,2015,1,OTHBRO,Other brown algae,43,Zone II
Red algae,2015,1,PHYALL,Phyllospadix spp,20,Zone II
Red algae,2015,1,ROCK,Bare rock,2,Zone II
Red algae,2015,1,SAND,Sand,10,Zone II
Red algae,2015,1,SARMUT,Sargassum muticum,3,Zone II
Red algae,2015,2,ARTCOR,Articulated corallines,1,Zone II
Red algae,2015,2,OTHRED,Other red algae,24,Zone II
Red algae,2015,2,PHYALL,Phyllospadix spp,62,Zone II
Red algae,2015,2,ROCK,Bare rock,1,Zone II
Red algae,2015,2,SAND,Sand,10,Zone II
Red algae,2015,2,SARMUT,Sargassum muticum,2,Zone II
Red algae,2016,1,ARTCOR,Articulated corallines,5,Zone II
Red algae,2016,1,OTHRED,Other red algae,40,Zone II
Red algae,2016,1,PHYALL,Phyllospadix spp,41,Zone II
Red algae,2016,1,SAND,Sand,14.000000000000002,Zone II
Red algae,2016,2,ARTCOR,Articulated corallines,2,Zone II
Red algae,2016,2,EGRMEN,Egregia menziesii,2,Zone II
Red algae,2016,2,OTHBRO,Other brown algae,8,Zone II
Red algae,2016,2,OTHGRE,Other green algae,4,Zone II
Red algae,2016,2,OTHRED,Other red algae,25,Zone II
Red algae,2016,2,PHYALL,Phyllospadix spp,57.99999999999999,Zone II
Red algae,2016,2,SAND,Sand,1,Zone II
Red algae,2017,1,ARTCOR,Articulated corallines,7.000000000000001,Zone II
Red algae,2017,1,OTHRED,Other red algae,38,Zone II
Red algae,2017,1,PHYALL,Phyllospadix spp,39,Zone II
Red algae,2017,1,SAND,Sand,15,Zone II
Red algae,2017,2,ARTCOR,Articulated corallines,4,Zone II
Red algae,2017,2,EGRMEN,Egregia menziesii,38,Zone II
Red algae,2017,2,OTHRED,Other red algae,7.000000000000001,Zone II
Red algae,2017,2,PHYALL,Phyllospadix spp,46,Zone II
Red algae,2017,2,ROCK,Bare rock,1,Zone II
Red algae,2017,2,SAND,Sand,3,Zone II
Red algae,2019,1,ARTCOR,Articulated corallines,8,Zone II
Red algae,2019,1,CRUCOR,Crustose corallines,1,Zone II
Red algae,2019,1,OTHBRO,Other brown algae,2,Zone II
Red algae,2019,1,OTHRED,Other red algae,45,Zone II
Red algae,2019,1,PHYALL,Phyllospadix spp,38,Zone II
Red algae,2019,1,ROCK,Bare rock,4,Zone II
Red algae,2019,1,SAND,Sand,2,Zone II
Red algae,2019,2,ARTCOR,Articulated corallines,2,Zone II
Red algae,2019,2,EGRMEN,Egregia menziesii,4,Zone II
Red algae,2019,2,OTHRED,Other red algae,14.000000000000002,Zone II
Red algae,2019,2,PHYALL,Phyllospadix spp,72,Zone II
Red algae,2019,2,ROCK,Bare rock,3,Zone II
Red algae,2019,2,SARMUT,Sargassum muticum,5,Zone II
Red algae,2020,1,ARTCOR,Articulated corallines,26,Zone II
Red algae,2020,1,OTHGRE,Other green algae,2,Zone II
Red algae,2020,1,OTHRED,Other red algae,42,Zone II
Red algae,2020,1,PHYALL,Phyllospadix spp,20,Zone II
Red algae,2020,1,ROCK,Bare rock,5,Zone II
Red algae,2020,1,SAND,Sand,4,Zone II
Red algae,2020,2,ARTCOR,Articulated corallines,4,Zone II
Red algae,2020,2,CRUCOR,Crustose corallines,2,Zone II
Red algae,2020,2,OTHRED,Other red algae,13,Zone II
Red algae,2020,2,PHYALL,Phyllospadix spp,72,Zone II
Red algae,2020,2,ROCK,Bare rock,5,Zone II
Red algae,2020,2,SAND,Sand,2,Zone II
Red algae,2020,2,SARMUT,Sargassum muticum,2,Zone II
Red algae,2021,1,ARTCOR,Articulated corallines,22,Zone II
Red algae,2021,1,OTHGRE,Other green algae,3,Zone II
Red algae,2021,1,OTHRED,Other red algae,34,Zone II
Red algae,2021,1,PHYALL,Phyllospadix spp,30,Zone II
Red algae,2021,1,SAND,Sand,11,Zone II
Red algae,2021,2,ARTCOR,Articulated corallines,4,Zone II
Red algae,2021,2,CRUCOR,Crustose corallines,1,Zone II
Red algae,2021,2,EGRMEN,Egregia menziesii,23,Zone II
Red algae,2021,2,OTHGRE,Other green algae,4,Zone II
Red algae,2021,2,OTHRED,Other red algae,15,Zone II
Red algae,2021,2,PHYALL,Phyllospadix spp,47,Zone II
Red algae,2021,2,SAND,Sand,6,Zone II
Egregia,1990,5,EGRMEN,Egregia menziesii,28.499999999999996,Zone III
Egregia,1990,5,PHYALL,Phyllospadix spp,14.099999999999998,Zone III
Egregia,1990,6,EGRMEN,Egregia menziesii,44.1,Zone III
Egregia,1991,5,EGRMEN,Egregia menziesii,22.8,Zone III
Egregia,1991,5,PHYALL,Phyllospadix spp,17.4,Zone III
Egregia,1991,5,SARMUT,Sargassum muticum,0.7000000000000001,Zone III
Egregia,1991,6,EGRMEN,Egregia menziesii,27.500000000000004,Zone III
Egregia,1991,6,PHYALL,Phyllospadix spp,10.7,Zone III
Egregia,1991,6,SARMUT,Sargassum muticum,6.6000000000000005,Zone III
Egregia,1992,5,EGRMEN,Egregia menziesii,17.4,Zone III
Egregia,1992,5,PHYALL,Phyllospadix spp,16.900000000000002,Zone III
Egregia,1992,5,SARMUT,Sargassum muticum,2.1,Zone III
Egregia,1992,6,EGRMEN,Egregia menziesii,27.800000000000004,Zone III
Egregia,1992,6,PHYALL,Phyllospadix spp,17.5,Zone III
Egregia,1992,6,SARMUT,Sargassum muticum,6.6000000000000005,Zone III
Egregia,1993,5,EGRMEN,Egregia menziesii,6.6000000000000005,Zone III
Egregia,1993,5,PHYALL,Phyllospadix spp,23.599999999999998,Zone III
Egregia,1993,5,SARMUT,Sargassum muticum,2.1,Zone III
Egregia,1993,6,EGRMEN,Egregia menziesii,1.5,Zone III
Egregia,1993,6,PHYALL,Phyllospadix spp,22.8,Zone III
Egregia,1993,6,SARMUT,Sargassum muticum,0.7000000000000001,Zone III
Egregia,1994,5,HALCYS,Halidrys dioica/cystoseira spp,18.3,Zone III
Egregia,1994,5,PHYALL,Phyllospadix spp,27.6,Zone III
Egregia,1994,6,HALCYS,Halidrys dioica/cystoseira spp,19.1,Zone III
Egregia,1994,6,PHYALL,Phyllospadix spp,27.1,Zone III
Egregia,1994,6,SARMUT,Sargassum muticum,1.6,Zone III
Egregia,1995,5,EGRMEN,Egregia menziesii,12.1,Zone III
Egregia,1995,5,PHYALL,Phyllospadix spp,24.3,Zone III
Egregia,1995,6,EGRMEN,Egregia menziesii,2.7,Zone III
Egregia,1995,6,PHYALL,Phyllospadix spp,42.6,Zone III
Egregia,1996,5,EGRMEN,Egregia menziesii,6.9,Zone III
Egregia,1996,5,PHYALL,Phyllospadix spp,22.400000000000002,Zone III
Egregia,1996,5,SARMUT,Sargassum muticum,0.1,Zone III
Egregia,1996,6,PHYALL,Phyllospadix spp,59.5,Zone III
Egregia,1997,5,PHYALL,Phyllospadix spp,21.7,Zone III
Egregia,1997,5,SARMUT,Sargassum muticum,7.3999999999999995,Zone III
Egregia,1997,6,PHYALL,Phyllospadix spp,38.6,Zone III
Egregia,1998,5,EGRMEN,Egregia menziesii,2.6,Zone III
Egregia,1998,5,PHYALL,Phyllospadix spp,18.7,Zone III
Egregia,1998,5,SARMUT,Sargassum muticum,3.5999999999999996,Zone III
Egregia,1998,6,EGRMEN,Egregia menziesii,13.3,Zone III
Egregia,1998,6,PHYALL,Phyllospadix spp,23.200000000000003,Zone III
Egregia,1999,5,PHYALL,Phyllospadix spp,54.300000000000004,Zone III
Egregia,1999,5,SARMUT,Sargassum muticum,4.7,Zone III
Egregia,1999,6,PHYALL,Phyllospadix spp,81,Zone III
Egregia,2000,5,OTHBRO,Other brown algae,1,Zone III
Egregia,2000,5,PHYALL,Phyllospadix spp,44,Zone III
Egregia,2000,5,SARMUT,Sargassum muticum,12,Zone III
Egregia,2000,6,PHYALL,Phyllospadix spp,63,Zone III
Egregia,2001,5,HALCYS,Halidrys dioica/cystoseira spp,22,Zone III
Egregia,2001,5,PHYALL,Phyllospadix spp,32,Zone III
Egregia,2001,6,HALCYS,Halidrys dioica/cystoseira spp,6,Zone III
Egregia,2001,6,PHYALL,Phyllospadix spp,62,Zone III
Egregia,2001,6,SARMUT,Sargassum muticum,1,Zone III
Egregia,2002,5,HALCYS,Halidrys dioica/cystoseira spp,23,Zone III
Egregia,2002,5,PHYALL,Phyllospadix spp,52,Zone III
Egregia,2002,6,PHYALL,Phyllospadix spp,72,Zone III
Egregia,2003,5,ARTCOR,Articulated corallines,24,Zone III
Egregia,2003,5,CRUCOR,Crustose corallines,1,Zone III
Egregia,2003,5,OTHBRO,Other brown algae,41,Zone III
Egregia,2003,5,OTHGRE,Other green algae,2,Zone III
Egregia,2003,5,OTHRED,Other red algae,8,Zone III
Egregia,2003,5,ROCK,Bare rock,11,Zone III
Egregia,2003,5,SARMUT,Sargassum muticum,13,Zone III
Egregia,2003,6,ARTCOR,Articulated corallines,12,Zone III
Egregia,2003,6,HALCYS,Halidrys dioica/cystoseira spp,6,Zone III
Egregia,2003,6,OTHGRE,Other green algae,1,Zone III
Egregia,2003,6,OTHRED,Other red algae,16,Zone III
Egregia,2003,6,PHYALL,Phyllospadix spp,64,Zone III
Egregia,2003,6,SARMUT,Sargassum muticum,1,Zone III
Egregia,2004,5,ARTCOR,Articulated corallines,14.000000000000002,Zone III
Egregia,2004,5,HALCYS,Halidrys dioica/cystoseira spp,8,Zone III
Egregia,2004,5,OTHRED,Other red algae,11,Zone III
Egregia,2004,5,PHYALL,Phyllospadix spp,61,Zone III
Egregia,2004,5,SAND,Sand,3,Zone III
Egregia,2004,5,SARMUT,Sargassum muticum,3,Zone III
Egregia,2004,6,ARTCOR,Articulated corallines,12,Zone III
Egregia,2004,6,HALCYS,Halidrys dioica/cystoseira spp,3,Zone III
Egregia,2004,6,OTHRED,Other red algae,18,Zone III
Egregia,2004,6,PHYALL,Phyllospadix spp,65,Zone III
Egregia,2004,6,SAND,Sand,2,Zone III
Egregia,2005,5,ARTCOR,Articulated corallines,11,Zone III
Egregia,2005,5,EGRMEN,Egregia menziesii,10,Zone III
Egregia,2005,5,HALCYS,Halidrys dioica/cystoseira spp,5,Zone III
Egregia,2005,5,NONCRU,Non-coralline crust,1,Zone III
Egregia,2005,5,OTHRED,Other red algae,19,Zone III
Egregia,2005,5,PHYALL,Phyllospadix spp,48,Zone III
Egregia,2005,5,ROCK,Bare rock,2,Zone III
Egregia,2005,5,SAND,Sand,4,Zone III
Egregia,2005,6,ARTCOR,Articulated corallines,10,Zone III
Egregia,2005,6,EGRMEN,Egregia menziesii,4,Zone III
Egregia,2005,6,OTHBRO,Other brown algae,1,Zone III
Egregia,2005,6,OTHRED,Other red algae,13,Zone III
Egregia,2005,6,PHYALL,Phyllospadix spp,69,Zone III
Egregia,2005,6,ROCK,Bare rock,1,Zone III
Egregia,2005,6,SAND,Sand,2,Zone III
Egregia,2006,5,ARTCOR,Articulated corallines,9,Zone III
Egregia,2006,5,EGRMEN,Egregia menziesii,13,Zone III
Egregia,2006,5,HALCYS,Halidrys dioica/cystoseira spp,16,Zone III
Egregia,2006,5,OTHGRE,Other green algae,1,Zone III
Egregia,2006,5,OTHRED,Other red algae,6,Zone III
Egregia,2006,5,PHYALL,Phyllospadix spp,55.00000000000001,Zone III
Egregia,2006,6,ARTCOR,Articulated corallines,9,Zone III
Egregia,2006,6,HALCYS,Halidrys dioica/cystoseira spp,1,Zone III
Egregia,2006,6,OTHGRE,Other green algae,1,Zone III
Egregia,2006,6,OTHRED,Other red algae,4,Zone III
Egregia,2006,6,PHYALL,Phyllospadix spp,85,Zone III
Egregia,2007,5,ARTCOR,Articulated corallines,15,Zone III
Egregia,2007,5,CRUCOR,Crustose corallines,1,Zone III
Egregia,2007,5,HALCYS,Halidrys dioica/cystoseira spp,12,Zone III
Egregia,2007,5,NONCRU,Non-coralline crust,2,Zone III
Egregia,2007,5,OTHRED,Other red algae,5,Zone III
Egregia,2007,5,PHYALL,Phyllospadix spp,47,Zone III
Egregia,2007,5,ROCK,Bare rock,5,Zone III
Egregia,2007,5,SAND,Sand,13,Zone III
Egregia,2007,6,ARTCOR,Articulated corallines,22,Zone III
Egregia,2007,6,NONCRU,Non-coralline crust,1,Zone III
Egregia,2007,6,OTHRED,Other red algae,13,Zone III
Egregia,2007,6,PHYALL,Phyllospadix spp,61,Zone III
Egregia,2007,6,ROCK,Bare rock,1,Zone III
Egregia,2007,6,SAND,Sand,2,Zone III
Egregia,2008,5,ARTCOR,Articulated corallines,10,Zone III
Egregia,2008,5,EGRMEN,Egregia menziesii,15,Zone III
Egregia,2008,5,OTHBRO,Other brown algae,3,Zone III
Egregia,2008,5,OTHRED,Other red algae,13,Zone III
Egregia,2008,5,PHYALL,Phyllospadix spp,51,Zone III
Egregia,2008,5,ROCK,Bare rock,2,Zone III
Egregia,2008,5,SAND,Sand,3,Zone III
Egregia,2008,6,ARTCOR,Articulated corallines,17,Zone III
Egregia,2008,6,EGRMEN,Egregia menziesii,25,Zone III
Egregia,2008,6,OTHBRO,Other brown algae,9,Zone III
Egregia,2008,6,OTHGRE,Other green algae,1,Zone III
Egregia,2008,6,OTHRED,Other red algae,7.000000000000001,Zone III
Egregia,2008,6,PHYALL,Phyllospadix spp,35,Zone III
Egregia,2008,6,SAND,Sand,2,Zone III
Egregia,2009,5,ARTCOR,Articulated corallines,18,Zone III
Egregia,2009,5,EGRMEN,Egregia menziesii,1,Zone III
Egregia,2009,5,OTHRED,Other red algae,14.000000000000002,Zone III
Egregia,2009,5,PHYALL,Phyllospadix spp,62,Zone III
Egregia,2009,5,SAND,Sand,2,Zone III
Egregia,2009,5,SARMUT,Sargassum muticum,3,Zone III
Egregia,2009,6,ARTCOR,Articulated corallines,14.000000000000002,Zone III
Egregia,2009,6,EGRMEN,Egregia menziesii,5,Zone III
Egregia,2009,6,OTHRED,Other red algae,15,Zone III
Egregia,2009,6,PHYALL,Phyllospadix spp,60,Zone III
Egregia,2009,6,SAND,Sand,5,Zone III
Egregia,2009,6,SARMUT,Sargassum muticum,1,Zone III
Egregia,2010,5,ARTCOR,Articulated corallines,2,Zone III
Egregia,2010,5,CRUCOR,Crustose corallines,1,Zone III
Egregia,2010,5,EGRMEN,Egregia menziesii,28.000000000000004,Zone III
Egregia,2010,5,OTHBRO,Other brown algae,2,Zone III
Egregia,2010,5,OTHGRE,Other green algae,2,Zone III
Egregia,2010,5,OTHRED,Other red algae,12,Zone III
Egregia,2010,5,PHYALL,Phyllospadix spp,50,Zone III
Egregia,2010,5,ROCK,Bare rock,2,Zone III
Egregia,2010,6,ARTCOR,Articulated corallines,8,Zone III
Egregia,2010,6,EGRMEN,Egregia menziesii,16,Zone III
Egregia,2010,6,OTHRED,Other red algae,3,Zone III
Egregia,2010,6,PHYALL,Phyllospadix spp,71,Zone III
Egregia,2011,5,ARTCOR,Articulated corallines,2,Zone III
Egregia,2011,5,EGRMEN,Egregia menziesii,25,Zone III
Egregia,2011,5,OTHBRO,Other brown algae,22,Zone III
Egregia,2011,5,OTHRED,Other red algae,11,Zone III
Egregia,2011,5,PHYALL,Phyllospadix spp,37,Zone III
Egregia,2011,5,SAND,Sand,1,Zone III
Egregia,2011,6,ARTCOR,Articulated corallines,9,Zone III
Egregia,2011,6,EGRMEN,Egregia menziesii,9,Zone III
Egregia,2011,6,OTHBRO,Other brown algae,1,Zone III
Egregia,2011,6,OTHRED,Other red algae,9,Zone III
Egregia,2011,6,PHYALL,Phyllospadix spp,69,Zone III
Egregia,2011,6,SAND,Sand,1,Zone III
Egregia,2012,5,EGRMEN,Egregia menziesii,5,Zone III
Egregia,2012,5,OTHRED,Other red algae,18,Zone III
Egregia,2012,5,PHYALL,Phyllospadix spp,74,Zone III
Egregia,2012,5,SARMUT,Sargassum muticum,1,Zone III
Egregia,2012,6,EGRMEN,Egregia menziesii,3,Zone III
Egregia,2012,6,OTHRED,Other red algae,4,Zone III
Egregia,2012,6,PHYALL,Phyllospadix spp,86,Zone III
Egregia,2012,6,SARMUT,Sargassum muticum,1,Zone III
Egregia,2013,5,EGRMEN,Egregia menziesii,7.000000000000001,Zone III
Egregia,2013,5,OTHBRO,Other brown algae,2,Zone III
Egregia,2013,5,OTHRED,Other red algae,17,Zone III
Egregia,2013,5,PHYALL,Phyllospadix spp,56.00000000000001,Zone III
Egregia,2013,5,ROCK,Bare rock,2,Zone III
Egregia,2013,6,EGRMEN,Egregia menziesii,18,Zone III
Egregia,2013,6,OTHBRO,Other brown algae,1,Zone III
Egregia,2013,6,OTHRED,Other red algae,13,Zone III
Egregia,2013,6,PHYALL,Phyllospadix spp,61,Zone III
Egregia,2014,5,ARTCOR,Articulated corallines,7.000000000000001,Zone III
Egregia,2014,5,CRUCOR,Crustose corallines,1,Zone III
Egregia,2014,5,EGRMEN,Egregia menziesii,13,Zone III
Egregia,2014,5,OTHBRO,Other brown algae,7.000000000000001,Zone III
Egregia,2014,5,OTHRED,Other red algae,8,Zone III
Egregia,2014,5,PHYALL,Phyllospadix spp,59,Zone III
Egregia,2014,6,ARTCOR,Articulated corallines,4,Zone III
Egregia,2014,6,CRUCOR,Crustose corallines,1,Zone III
Egregia,2014,6,EGRMEN,Egregia menziesii,4,Zone III
Egregia,2014,6,OTHRED,Other red algae,6,Zone III
Egregia,2014,6,PHYALL,Phyllospadix spp,82,Zone III
Egregia,2014,6,ROCK,Bare rock,2,Zone III
Egregia,2014,6,SAND,Sand,1,Zone III
Egregia,2015,5,ARTCOR,Articulated corallines,4,Zone III
Egregia,2015,5,CRUCOR,Crustose corallines,3,Zone III
Egregia,2015,5,OTHRED,Other red algae,15,Zone III
Egregia,2015,5,PHYALL,Phyllospadix spp,59,Zone III
Egregia,2015,5,ROCK,Bare rock,1,Zone III
Egregia,2015,5,SAND,Sand,2,Zone III
Egregia,2015,5,SARMUT,Sargassum muticum,6,Zone III
Egregia,2015,6,ARTCOR,Articulated corallines,6,Zone III
Egregia,2015,6,OTHRED,Other red algae,9,Zone III
Egregia,2015,6,PHYALL,Phyllospadix spp,78,Zone III
Egregia,2015,6,SAND,Sand,2,Zone III
Egregia,2015,6,SARMUT,Sargassum muticum,1,Zone III
Egregia,2016,5,ARTCOR,Articulated corallines,1,Zone III
Egregia,2016,5,CRUCOR,Crustose corallines,1,Zone III
Egregia,2016,5,EGRMEN,Egregia menziesii,6,Zone III
Egregia,2016,5,OTHINV,Other invertebrates,1,Zone III
Egregia,2016,5,OTHRED,Other red algae,10,Zone III
Egregia,2016,5,PHYALL,Phyllospadix spp,69,Zone III
Egregia,2016,5,SAND,Sand,2,Zone III
Egregia,2016,6,PHYALL,Phyllospadix spp,100,Zone III
Egregia,2017,6,OTHRED,Other red algae,2,Zone III
Egregia,2017,6,PHYALL,Phyllospadix spp,98,Zone III
Egregia,2017,5,ARTCOR,Articulated corallines,1,Zone III
Egregia,2017,5,EGRMEN,Egregia menziesii,2,Zone III
Egregia,2017,5,OTHRED,Other red algae,1,Zone III
Egregia,2017,5,PHYALL,Phyllospadix spp,78,Zone III
Egregia,2017,5,ROCK,Bare rock,2,Zone III
Egregia,2017,5,SAND,Sand,1,Zone III
Egregia,2019,5,ARTCOR,Articulated corallines,1,Zone III
Egregia,2019,5,EGRMEN,Egregia menziesii,5,Zone III
Egregia,2019,5,OTHRED,Other red algae,15,Zone III
Egregia,2019,5,PHYALL,Phyllospadix spp,76,Zone III
Egregia,2019,5,ROCK,Bare rock,2,Zone III
Egregia,2019,5,SAND,Sand,1,Zone III
Egregia,2019,6,ARTCOR,Articulated corallines,1,Zone III
Egregia,2019,6,OTHRED,Other red algae,4,Zone III
Egregia,2019,6,PHYALL,Phyllospadix spp,95,Zone III
Egregia,2020,5,OTHBRO,Other brown algae,3,Zone III
Egregia,2020,5,OTHRED,Other red algae,7.000000000000001,Zone III
Egregia,2020,5,PHYALL,Phyllospadix spp,89,Zone III
Egregia,2020,5,SAND,Sand,1,Zone III
Egregia,2020,6,OTHBRO,Other brown algae,1,Zone III
Egregia,2020,6,OTHRED,Other red algae,8,Zone III
Egregia,2020,6,PHYALL,Phyllospadix spp,84,Zone III
Egregia,2020,6,SAND,Sand,7.000000000000001,Zone III
Egregia,2021,5,ARTCOR,Articulated corallines,1,Zone III
Egregia,2021,5,OTHRED,Other red algae,20,Zone III
Egregia,2021,5,PHYALL,Phyllospadix spp,78,Zone III
Egregia,2021,5,SAND,Sand,1,Zone III
Egregia,2021,6,ARTCOR,Articulated corallines,1,Zone III
Egregia,2021,6,OTHRED,Other red algae,1,Zone III
Egregia,2021,6,PHYALL,Phyllospadix spp,98,Zone III
Phyllospadix,1990,3,PHYALL,Phyllospadix spp,67.5,Zone III
Phyllospadix,1990,3,SARMUT,Sargassum muticum,4.8,Zone III
Phyllospadix,1990,4,EGRMEN,Egregia menziesii,7.1,Zone III
Phyllospadix,1990,4,PHYALL,Phyllospadix spp,75.5,Zone III
Phyllospadix,1991,3,PHYALL,Phyllospadix spp,66.3,Zone III
Phyllospadix,1991,3,SARMUT,Sargassum muticum,5.7,Zone III
Phyllospadix,1991,4,EGRMEN,Egregia menziesii,7.3,Zone III
Phyllospadix,1991,4,PHYALL,Phyllospadix spp,74.3,Zone III
Phyllospadix,1992,3,EGRMEN,Egregia menziesii,1.5,Zone III
Phyllospadix,1992,3,PHYALL,Phyllospadix spp,74.5,Zone III
Phyllospadix,1992,4,EGRMEN,Egregia menziesii,2.3,Zone III
Phyllospadix,1992,4,PHYALL,Phyllospadix spp,80,Zone III
Phyllospadix,1992,4,SARMUT,Sargassum muticum,2,Zone III
Phyllospadix,1993,3,PHYALL,Phyllospadix spp,72.2,Zone III
Phyllospadix,1993,3,SARMUT,Sargassum muticum,1.4000000000000001,Zone III
Phyllospadix,1993,4,PHYALL,Phyllospadix spp,54.1,Zone III
Phyllospadix,1993,4,SARMUT,Sargassum muticum,9.700000000000001,Zone III
Phyllospadix,1994,3,PHYALL,Phyllospadix spp,64.3,Zone III
Phyllospadix,1994,3,SARMUT,Sargassum muticum,5.3,Zone III
Phyllospadix,1995,3,EGRMEN,Egregia menziesii,5.5,Zone III
Phyllospadix,1995,3,PHYALL,Phyllospadix spp,47.9,Zone III
Phyllospadix,1995,3,SARMUT,Sargassum muticum,5.8999999999999995,Zone III
Phyllospadix,1995,4,EGRMEN,Egregia menziesii,3.6999999999999997,Zone III
Phyllospadix,1995,4,PHYALL,Phyllospadix spp,74.7,Zone III
Phyllospadix,1995,4,SARMUT,Sargassum muticum,6.800000000000001,Zone III
Phyllospadix,1996,3,EGRMEN,Egregia menziesii,5.4,Zone III
Phyllospadix,1996,3,PHYALL,Phyllospadix spp,66.4,Zone III
Phyllospadix,1996,3,SARMUT,Sargassum muticum,14.7,Zone III
Phyllospadix,1996,4,EGRMEN,Egregia menziesii,0.2,Zone III
Phyllospadix,1996,4,PHYALL,Phyllospadix spp,86,Zone III
Phyllospadix,1997,3,PHYALL,Phyllospadix spp,77.60000000000001,Zone III
Phyllospadix,1997,3,SARMUT,Sargassum muticum,8.5,Zone III
Phyllospadix,1997,4,PHYALL,Phyllospadix spp,91.5,Zone III
Phyllospadix,1998,3,PHYALL,Phyllospadix spp,45.5,Zone III
Phyllospadix,1998,3,SARMUT,Sargassum muticum,4.9,Zone III
Phyllospadix,1998,4,EGRMEN,Egregia menziesii,0.2,Zone III
Phyllospadix,1998,4,PHYALL,Phyllospadix spp,84.3,Zone III
Phyllospadix,1999,3,PHYALL,Phyllospadix spp,91.2,Zone III
Phyllospadix,1999,4,PHYALL,Phyllospadix spp,98.7,Zone III
Phyllospadix,1999,4,SARMUT,Sargassum muticum,0.1,Zone III
Phyllospadix,2000,3,PHYALL,Phyllospadix spp,78,Zone III
Phyllospadix,2000,4,EGRMEN,Egregia menziesii,1,Zone III
Phyllospadix,2000,4,PHYALL,Phyllospadix spp,86,Zone III
Phyllospadix,2001,3,EGRMEN,Egregia menziesii,1,Zone III
Phyllospadix,2001,3,HALCYS,Halidrys dioica/cystoseira spp,2,Zone III
Phyllospadix,2001,3,PHYALL,Phyllospadix spp,78,Zone III
Phyllospadix,2001,3,SARMUT,Sargassum muticum,3,Zone III
Phyllospadix,2001,4,PHYALL,Phyllospadix spp,76,Zone III
Phyllospadix,2001,4,SARMUT,Sargassum muticum,8,Zone III
Phyllospadix,2002,3,PHYALL,Phyllospadix spp,73,Zone III
Phyllospadix,2002,3,SARMUT,Sargassum muticum,3,Zone III
Phyllospadix,2002,4,PHYALL,Phyllospadix spp,71,Zone III
Phyllospadix,2002,4,SARMUT,Sargassum muticum,5,Zone III
Phyllospadix,2003,3,ARTCOR,Articulated corallines,8,Zone III
Phyllospadix,2003,3,NONCRU,Non-coralline crust,1,Zone III
Phyllospadix,2003,3,OTHRED,Other red algae,3,Zone III
Phyllospadix,2003,3,PHYALL,Phyllospadix spp,79,Zone III
Phyllospadix,2003,3,ROCK,Bare rock,1,Zone III
Phyllospadix,2003,3,SARMUT,Sargassum muticum,8,Zone III
Phyllospadix,2003,4,ARTCOR,Articulated corallines,11,Zone III
Phyllospadix,2003,4,EGRMEN,Egregia menziesii,4,Zone III
Phyllospadix,2003,4,NONCRU,Non-coralline crust,2,Zone III
Phyllospadix,2003,4,OTHRED,Other red algae,2,Zone III
Phyllospadix,2003,4,PHYALL,Phyllospadix spp,67,Zone III
Phyllospadix,2003,4,ROCK,Bare rock,6,Zone III
Phyllospadix,2003,4,SARMUT,Sargassum muticum,8,Zone III
Phyllospadix,2004,3,ARTCOR,Articulated corallines,3,Zone III
Phyllospadix,2004,3,CRUCOR,Crustose corallines,1,Zone III
Phyllospadix,2004,3,NONCRU,Non-coralline crust,4,Zone III
Phyllospadix,2004,3,OTHRED,Other red algae,5,Zone III
Phyllospadix,2004,3,PHYALL,Phyllospadix spp,84,Zone III
Phyllospadix,2004,3,ROCK,Bare rock,2,Zone III
Phyllospadix,2004,3,SAND,Sand,1,Zone III
Phyllospadix,2004,4,ARTCOR,Articulated corallines,4,Zone III
Phyllospadix,2004,4,OTHRED,Other red algae,12,Zone III
Phyllospadix,2004,4,PHYALL,Phyllospadix spp,66,Zone III
Phyllospadix,2004,4,SAND,Sand,5,Zone III
